Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Atun Enlatado Premium 632,1000000000632,Lacteos,2026-01-09,CampoReal,51.73,97
Sopa Instantanea Natural 633,1000000000633,Frutas,2028-09-28,Sabroso,15.4,91
Sal Marina Premium 634,1000000000634,Lacteos,2027-10-21,NutriPlus,42.96,43
Sopa Instantanea Premium 635,1000000000635,Frutas,2026-03-01,Bimbo,99.85,148
Queso Crema Natural 636,1000000000636,Panaderia,2026-04-17,FreshCo,90.27,146
Queso Crema Clasico 637,1000000000637,Lacteos,2026-10-02,DelValle,41.75,166
Azucar Morena Clasico 638,1000000000638,Panaderia,2027-02-06,FreshCo,39.92,30
Mermelada Fresa Premium 639,1000000000639,Granos,2029-06-30,NutriPlus,97.57,115
Sopa Instantanea Light 640,1000000000640,Bebidas,2028-01-10,LaMilpa,38.2,158
Queso Crema Clasico 641,1000000000641,Despensa,2027-06-14,FreshCo,85.38,108
Pasta Espagueti Premium 642,1000000000642,Lacteos,2026-06-28,Cremoso,25.36,186
Pasta Espagueti Light 643,1000000000643,Granos,2028-02-24,CampoReal,48.24,171
Aceite Vegetal Premium 644,1000000000644,Frutas,2026-08-16,DelValle,62.37,66
Chocolate Negro Natural 645,1000000000645,Granos,2029-04-28,Sabroso,39.02,17
Manzana Roja Premium 646,1000000000646,Panaderia,2026-12-26,Bimbo,27.54,111
Manzana Roja Light 647,1000000000647,Lacteos,2026-03-13,Sabroso,36.4,120
Queso Crema Extra 648,1000000000648,Lacteos,2029-08-01,NutriPlus,29.45,60
Chocolate Negro Extra 649,1000000000649,Granos,2028-07-06,DelValle,26.76,181
Harina Trigo Clasico 650,1000000000650,Frutas,2026-08-30,LaVaquita,49.1,128
Harina Trigo Clasico 651,1000000000651,Despensa,2029-05-19,DelValle,82.28,13
Azucar Morena Natural 652,1000000000652,Despensa,2028-01-09,Bimbo,66.33,92
Frijol Negro Extra 653,1000000000653,Frutas,2026-10-05,Bimbo,31.65,47
Chocolate Negro Light 654,1000000000654,Panaderia,2026-09-01,LaMilpa,40.79,76
Sal Marina Extra 655,1000000000655,Frutas,2028-09-16,CampoReal,53.65,12
Atun Enlatado Natural 656,1000000000656,Lacteos,2027-04-22,LaVaquita,31.74,182
Pan Integral Premium 657,1000000000657,Lacteos,2028-04-24,Sabroso,55.66,126
Cafe Molido Natural 658,1000000000658,Lacteos,2027-06-23,FreshCo,40.51,162
Chocolate Negro Premium 659,1000000000659,Lacteos,2028-02-29,LaMilpa,21.29,176
Azucar Morena Light 660,1000000000660,Lacteos,2028-12-06,Sabroso,44.45,195
Arroz Blanco Light 661,1000000000661,Bebidas,2027-11-03,LaMilpa,28.48,126
Galletas Chocolate Natural 662,1000000000662,Frutas,2029-08-08,FreshCo,25.35,64
Jugo Natural Natural 663,1000000000663,Bebidas,2028-03-24,Sabroso,49.64,92
Pasta Espagueti Light 664,1000000000664,Bebidas,2029-05-02,LaMilpa,39.29,33
Queso Crema Clasico 665,1000000000665,Granos,2029-03-13,CampoReal,74.01,6
Cafe Molido Natural 666,1000000000666,Frutas,2027-01-19,FreshCo,76.24,160
Leche Entera Clasico 667,1000000000667,Despensa,2026-05-06,FreshCo,69.39,188
Sal Marina Light 668,1000000000668,Panaderia,2029-02-20,Bimbo,56.53,163
Jugo Natural Clasico 669,1000000000669,Lacteos,2028-01-13,Sabroso,54.98,28
Sal Marina Extra 670,1000000000670,Bebidas,2027-04-30,NutriPlus,12.93,109
Jugo Natural Natural 671,1000000000671,Frutas,2028-02-04,DelCampo,29.83,118
Mermelada Fresa Premium 672,1000000000672,Frutas,2028-06-20,NutriPlus,58.84,150
Azucar Morena Light 673,1000000000673,Bebidas,2028-11-05,NutriPlus,90.04,150
Sal Marina Premium 674,1000000000674,Frutas,2027-06-25,CampoReal,26.48,155
Chocolate Negro Clasico 675,1000000000675,Granos,2029-04-19,FreshCo,18.05,14
Azucar Morena Clasico 676,1000000000676,Granos,2028-12-31,LaVaquita,1.91,40
Sopa Instantanea Clasico 677,1000000000677,Frutas,2026-10-09,DelValle,78.57,130
Arroz Blanco Natural 678,1000000000678,Bebidas,2026-02-09,DelCampo,51.36,52
Pasta Espagueti Premium 679,1000000000679,Lacteos,2027-07-14,Cremoso,38.27,177
Cereal Avena Clasico 680,1000000000680,Lacteos,2027-07-26,CampoReal,85.41,179
Manzana Roja Natural 681,1000000000681,Granos,2029-02-16,LaMilpa,95.53,136
Sopa Instantanea Natural 682,1000000000682,Granos,2029-10-01,Cremoso,64.66,31
Leche Entera Light 683,1000000000683,Granos,2028-10-03,LaVaquita,36.77,52
Sal Marina Clasico 684,1000000000684,Granos,2028-09-30,Sabroso,18.61,163
Sal Marina Light 685,1000000000685,Granos,2027-11-20,LaVaquita,64.46,112
Aceite Vegetal Extra 686,1000000000686,Panaderia,2029-11-30,LaVaquita,87.62,89
Arroz Blanco Light 687,1000000000687,Frutas,2027-02-25,DelCampo,16.01,181
Cafe Molido Natural 688,1000000000688,Bebidas,2028-02-14,Cremoso,77.28,147
Frijol Negro Natural 689,1000000000689,Panaderia,2029-03-28,Bimbo,65.29,48
Sopa Instantanea Extra 690,1000000000690,Frutas,2029-05-11,FreshCo,76.71,180
Sopa Instantanea Natural 691,1000000000691,Granos,2028-11-13,Sabroso,53.41,61
Pasta Espagueti Natural 692,1000000000692,Frutas,2028-11-18,Bimbo,77.08,187
Cafe Molido Light 693,1000000000693,Lacteos,2028-08-23,DelValle,73.92,30
Atun Enlatado Clasico 694,1000000000694,Bebidas,2029-05-07,CampoReal,88.72,97
Galletas Chocolate Premium 695,1000000000695,Lacteos,2028-01-12,CampoReal,69.72,165
Azucar Morena Light 696,1000000000696,Panaderia,2026-08-08,Cremoso,61.29,102
Manzana Roja Premium 697,1000000000697,Bebidas,2029-10-03,CampoReal,46.18,76
Aceite Vegetal Extra 698,1000000000698,Panaderia,2027-02-21,Bimbo,95.18,62
Queso Crema Extra 699,1000000000699,Frutas,2028-12-13,Bimbo,27.97,25
Frijol Negro Clasico 700,1000000000700,Despensa,2029-02-03,DelCampo,99.69,144
Leche Entera Natural 701,1000000000701,Bebidas,2027-08-12,DelCampo,99.65,44
Pan Integral Extra 702,1000000000702,Despensa,2027-10-04,Bimbo,30.81,112
Atun Enlatado Natural 703,1000000000703,Lacteos,2028-03-16,Sabroso,8.45,46
Yogurt Fresa Natural 704,1000000000704,Granos,2026-12-08,LaMilpa,99.96,146
Mermelada Fresa Light 705,1000000000705,Lacteos,2029-03-30,DelValle,98.62,65
Azucar Morena Premium 706,1000000000706,Despensa,2028-01-28,FreshCo,11.82,66
Pasta Espagueti Premium 707,1000000000707,Panaderia,2026-07-01,DelValle,95.0,90
Frijol Negro Extra 708,1000000000708,Lacteos,2029-08-03,LaMilpa,20.9,192
Jugo Natural Natural 709,1000000000709,Granos,2026-08-06,Sabroso,42.24,180
Chocolate Negro Premium 710,1000000000710,Bebidas,2026-06-29,LaVaquita,91.95,9
Mermelada Fresa Light 711,1000000000711,Panaderia,2027-02-15,DelValle,17.5,172
Cafe Molido Clasico 712,1000000000712,Lacteos,2028-04-21,LaVaquita,3.16,5
Cereal Avena Clasico 713,1000000000713,Frutas,2029-01-10,Bimbo,55.12,35
Sopa Instantanea Light 714,1000000000714,Granos,2028-08-15,LaVaquita,11.85,99
Queso Crema Natural 715,1000000000715,Despensa,2028-05-02,DelValle,48.29,111
Pan Integral Light 716,1000000000716,Despensa,2029-10-26,DelCampo,83.99,17
Leche Entera Clasico 717,1000000000717,Bebidas,2028-10-12,LaMilpa,34.35,135
Leche Entera Clasico 718,1000000000718,Lacteos,2026-11-20,FreshCo,35.21,179
Harina Trigo Extra 719,1000000000719,Bebidas,2028-02-17,DelValle,98.16,161
Atun Enlatado Premium 720,1000000000720,Granos,2028-11-07,CampoReal,82.58,44
Azucar Morena Premium 721,1000000000721,Frutas,2026-08-20,Cremoso,68.61,108
Aceite Vegetal Premium 722,1000000000722,Panaderia,2029-06-15,NutriPlus,51.33,39
Jugo Natural Light 723,1000000000723,Frutas,2027-03-03,Sabroso,83.7,78
Sal Marina Clasico 724,1000000000724,Bebidas,2027-12-26,LaVaquita,14.07,28
Jugo Natural Clasico 725,1000000000725,Bebidas,2027-12-11,FreshCo,10.35,114
Galletas Chocolate Clasico 726,1000000000726,Granos,2027-10-14,Sabroso,1.41,47
Pasta Espagueti Light 727,1000000000727,Despensa,2029-11-09,Sabroso,34.28,181
Pasta Espagueti Extra 728,1000000000728,Granos,2026-04-14,DelCampo,11.95,39
Cafe Molido Clasico 729,1000000000729,Lacteos,2026-07-03,DelCampo,47.04,131
Harina Trigo Clasico 730,1000000000730,Lacteos,2029-08-27,FreshCo,87.24,93
Yogurt Fresa Natural 731,1000000000731,Panaderia,2028-12-05,NutriPlus,13.85,130
Yogurt Fresa Light 732,1000000000732,Panaderia,2026-03-24,FreshCo,10.75,36
Frijol Negro Light 733,1000000000733,Despensa,2029-09-22,LaMilpa,21.69,176
Mermelada Fresa Clasico 734,1000000000734,Frutas,2027-02-08,DelCampo,30.08,26
Cafe Molido Clasico 735,1000000000735,Lacteos,2028-01-30,LaVaquita,71.46,102
Manzana Roja Extra 736,1000000000736,Bebidas,2029-12-17,LaVaquita,87.08,102
Cereal Avena Natural 737,1000000000737,Despensa,2027-03-23,DelValle,4.96,21
Leche Entera Premium 738,1000000000738,Granos,2029-05-03,CampoReal,83.98,178
Pasta Espagueti Extra 739,1000000000739,Despensa,2028-06-28,LaVaquita,34.64,82
Galletas Chocolate Light 740,1000000000740,Granos,2026-01-27,LaVaquita,92.42,106
Sopa Instantanea Natural 741,1000000000741,Bebidas,2027-07-10,LaVaquita,11.52,78
Mermelada Fresa Light 742,1000000000742,Frutas,2027-11-05,LaVaquita,51.35,92
Manzana Roja Extra 743,1000000000743,Bebidas,2029-12-19,LaVaquita,75.16,82
Pan Integral Natural 744,1000000000744,Granos,2029-04-14,Sabroso,19.4,31
Cereal Avena Premium 745,1000000000745,Despensa,2028-05-19,Cremoso,25.54,95
Cereal Avena Extra 746,1000000000746,Despensa,2026-03-04,DelCampo,28.62,59
Manzana Roja Extra 747,1000000000747,Frutas,2027-07-19,Cremoso,70.02,164
Aceite Vegetal Natural 748,1000000000748,Granos,2026-04-30,Cremoso,31.29,91
Sopa Instantanea Extra 749,1000000000749,Despensa,2027-01-20,Bimbo,70.35,115
Sal Marina Light 750,1000000000750,Bebidas,2028-07-12,CampoReal,84.46,56
Arroz Blanco Extra 751,1000000000751,Lacteos,2029-01-11,CampoReal,54.57,79
Frijol Negro Natural 752,1000000000752,Panaderia,2027-11-09,LaMilpa,52.46,104
Aceite Vegetal Natural 753,1000000000753,Bebidas,2029-12-04,NutriPlus,12.08,110
Harina Trigo Natural 754,1000000000754,Bebidas,2028-09-09,LaVaquita,30.09,194
Atun Enlatado Light 755,1000000000755,Panaderia,2026-10-04,NutriPlus,23.12,73
Cafe Molido Clasico 756,1000000000756,Frutas,2029-11-13,FreshCo,26.61,124
Chocolate Negro Extra 757,1000000000757,Bebidas,2028-07-31,Cremoso,90.47,198
Chocolate Negro Clasico 758,1000000000758,Bebidas,2029-07-27,DelValle,31.24,191
Atun Enlatado Premium 759,1000000000759,Frutas,2026-02-14,DelCampo,18.82,181
Leche Entera Clasico 760,1000000000760,Lacteos,2028-03-31,Cremoso,40.51,146
Cafe Molido Premium 761,1000000000761,Bebidas,2029-12-31,Cremoso,44.8,7
Sal Marina Extra 762,1000000000762,Frutas,2026-12-27,LaMilpa,74.48,62
Chocolate Negro Premium 763,1000000000763,Frutas,2028-08-05,CampoReal,40.96,116
Queso Crema Natural 764,1000000000764,Frutas,2028-09-16,DelCampo,92.48,100
Manzana Roja Premium 765,1000000000765,Granos,2027-05-13,CampoReal,22.13,118
Aceite Vegetal Natural 766,1000000000766,Despensa,2028-06-09,LaVaquita,68.93,77
Frijol Negro Extra 767,1000000000767,Frutas,2027-04-30,NutriPlus,82.88,84
Cafe Molido Premium 768,1000000000768,Lacteos,2027-07-29,DelValle,33.65,119
Sal Marina Extra 769,1000000000769,Frutas,2028-05-01,FreshCo,64.41,183
Galletas Chocolate Light 770,1000000000770,Lacteos,2026-08-01,CampoReal,64.71,5
Frijol Negro Natural 771,1000000000771,Granos,2027-03-03,CampoReal,96.83,194
Galletas Chocolate Premium 772,1000000000772,Despensa,2029-08-28,CampoReal,53.31,149
Yogurt Fresa Clasico 773,1000000000773,Panaderia,2027-10-19,DelValle,73.52,42
Pasta Espagueti Premium 774,1000000000774,Frutas,2027-07-05,DelCampo,71.02,185
Frijol Negro Light 775,1000000000775,Granos,2027-08-05,Sabroso,5.58,90
Leche Entera Premium 776,1000000000776,Despensa,2027-11-17,Cremoso,12.28,189
Pan Integral Light 777,1000000000777,Lacteos,2026-09-06,NutriPlus,54.08,4
Sopa Instantanea Clasico 778,1000000000778,Granos,2026-08-16,CampoReal,16.14,24
Yogurt Fresa Extra 779,1000000000779,Panaderia,2027-08-21,DelCampo,59.75,78
Frijol Negro Light 780,1000000000780,Frutas,2027-08-30,Cremoso,12.61,109
Mermelada Fresa Light 781,1000000000781,Granos,2028-11-10,Cremoso,89.31,40
Queso Crema Clasico 782,1000000000782,Bebidas,2028-07-03,DelValle,75.12,177
Frijol Negro Premium 783,1000000000783,Granos,2027-10-25,DelValle,77.16,91
Chocolate Negro Clasico 784,1000000000784,Despensa,2027-02-20,DelCampo,93.75,129
Queso Crema Light 785,1000000000785,Lacteos,2029-02-02,Cremoso,89.45,20
Sal Marina Clasico 786,1000000000786,Despensa,2026-05-11,FreshCo,16.86,149
Yogurt Fresa Extra 787,1000000000787,Despensa,2029-10-07,Bimbo,86.26,18
Queso Crema Extra 788,1000000000788,Panaderia,2028-08-16,LaVaquita,73.57,112
Azucar Morena Natural 789,1000000000789,Frutas,2028-01-22,Cremoso,53.0,153
Cereal Avena Extra 790,1000000000790,Lacteos,2027-09-25,DelValle,49.03,78
Atun Enlatado Extra 791,1000000000791,Panaderia,2029-10-09,DelCampo,24.83,5
Cereal Avena Extra 792,1000000000792,Despensa,2027-08-01,DelCampo,28.6,47
Pasta Espagueti Light 793,1000000000793,Granos,2028-12-22,DelCampo,3.26,60
Jugo Natural Light 794,1000000000794,Bebidas,2027-05-07,DelCampo,59.35,31
Pasta Espagueti Extra 795,1000000000795,Bebidas,2029-01-05,Sabroso,85.34,42
Chocolate Negro Premium 796,1000000000796,Bebidas,2028-05-13,LaVaquita,63.03,155
Cafe Molido Premium 797,1000000000797,Lacteos,2027-12-28,Cremoso,23.23,88
Sopa Instantanea Light 798,1000000000798,Granos,2028-08-28,Sabroso,68.35,136
Frijol Negro Light 799,1000000000799,Lacteos,2027-07-25,Cremoso,73.11,170
Cafe Molido Premium 800,1000000000800,Panaderia,2029-05-19,DelCampo,7.34,65
Sopa Instantanea Premium 801,1000000000801,Lacteos,2027-01-29,DelValle,72.3,23
Atun Enlatado Natural 802,1000000000802,Frutas,2029-01-21,CampoReal,74.9,164
Aceite Vegetal Extra 803,1000000000803,Bebidas,2027-03-19,LaMilpa,9.73,119
Chocolate Negro Natural 804,1000000000804,Granos,2029-02-17,Sabroso,58.39,7
Galletas Chocolate Premium 805,1000000000805,Frutas,2027-11-17,DelCampo,50.89,181
Harina Trigo Clasico 806,1000000000806,Frutas,2028-07-17,LaMilpa,51.1,53
Sopa Instantanea Clasico 807,1000000000807,Panaderia,2028-01-30,LaMilpa,43.99,176
Arroz Blanco Extra 808,1000000000808,Frutas,2027-06-26,FreshCo,15.7,79
Sopa Instantanea Extra 809,1000000000809,Lacteos,2027-11-25,Bimbo,29.06,181
Pasta Espagueti Light 810,1000000000810,Bebidas,2028-09-27,Sabroso,24.75,33
Arroz Blanco Clasico 811,1000000000811,Despensa,2027-05-23,CampoReal,27.22,64
Harina Trigo Clasico 812,1000000000812,Lacteos,2028-12-19,DelValle,25.09,185
Pasta Espagueti Light 813,1000000000813,Frutas,2029-07-15,NutriPlus,98.29,175
Galletas Chocolate Natural 814,1000000000814,Granos,2029-10-12,LaVaquita,91.59,162
Arroz Blanco Extra 815,1000000000815,Bebidas,2027-11-20,CampoReal,82.46,9
Sal Marina Premium 816,1000000000816,Frutas,2028-10-01,DelCampo,47.8,58
Galletas Chocolate Clasico 817,1000000000817,Frutas,2028-05-09,Bimbo,15.09,100
Galletas Chocolate Natural 818,1000000000818,Granos,2026-06-17,FreshCo,95.19,124
Sopa Instantanea Extra 819,1000000000819,Despensa,2029-06-09,Cremoso,24.28,10
Yogurt Fresa Extra 820,1000000000820,Panaderia,2028-07-07,FreshCo,85.16,88
Azucar Morena Natural 821,1000000000821,Lacteos,2026-05-06,LaVaquita,54.58,168
Cafe Molido Light 822,1000000000822,Despensa,2029-03-16,Bimbo,75.69,143
Manzana Roja Extra 823,1000000000823,Lacteos,2026-08-05,Cremoso,89.53,172
Cereal Avena Light 824,1000000000824,Panaderia,2029-08-20,LaMilpa,35.49,90
Pasta Espagueti Natural 825,1000000000825,Despensa,2029-11-11,Cremoso,55.32,4
Sal Marina Clasico 826,1000000000826,Despensa,2026-06-10,Bimbo,57.49,55
Queso Crema Extra 827,1000000000827,Bebidas,2026-07-30,Sabroso,59.37,18
Arroz Blanco Clasico 828,1000000000828,Bebidas,2029-06-28,DelValle,49.11,177
Sopa Instantanea Premium 829,1000000000829,Bebidas,2026-10-03,DelValle,82.47,67
Cafe Molido Natural 830,1000000000830,Panaderia,2028-03-26,DelValle,53.87,143
Chocolate Negro Natural 831,1000000000831,Granos,2026-04-17,Sabroso,14.16,90
Harina Trigo Light 832,1000000000832,Lacteos,2027-02-17,LaVaquita,99.09,32
Chocolate Negro Light 833,1000000000833,Despensa,2028-02-22,DelValle,62.52,5
Frijol Negro Clasico 834,1000000000834,Despensa,2028-01-01,CampoReal,91.94,126
Mermelada Fresa Natural 835,1000000000835,Lacteos,2029-10-13,DelValle,59.44,42
Cafe Molido Light 836,1000000000836,Granos,2026-07-15,FreshCo,67.25,4
Manzana Roja Natural 837,1000000000837,Panaderia,2029-08-28,DelCampo,61.52,122
Atun Enlatado Natural 838,1000000000838,Despensa,2027-03-18,Cremoso,25.68,10
Cereal Avena Light 839,1000000000839,Despensa,2029-01-26,Cremoso,54.83,112
Azucar Morena Natural 840,1000000000840,Frutas,2026-02-01,LaVaquita,15.12,119
Mermelada Fresa Extra 841,1000000000841,Despensa,2026-07-25,LaMilpa,52.46,97
Cafe Molido Clasico 842,1000000000842,Bebidas,2027-12-07,Sabroso,62.08,169
Manzana Roja Clasico 843,1000000000843,Lacteos,2027-09-03,FreshCo,80.99,38
Cafe Molido Clasico 844,1000000000844,Lacteos,2027-02-25,Cremoso,44.82,121
Cafe Molido Clasico 845,1000000000845,Bebidas,2027-04-03,DelCampo,38.12,6
Pasta Espagueti Extra 846,1000000000846,Despensa,2029-12-17,DelValle,95.83,64
Jugo Natural Premium 847,1000000000847,Frutas,2026-02-14,FreshCo,68.17,104
Yogurt Fresa Extra 848,1000000000848,Despensa,2026-07-14,Cremoso,79.02,159
Arroz Blanco Clasico 849,1000000000849,Lacteos,2027-01-10,DelCampo,85.78,134
Atun Enlatado Premium 850,1000000000850,Panaderia,2027-07-18,FreshCo,34.48,183
Cereal Avena Extra 851,1000000000851,Bebidas,2029-04-01,Sabroso,13.63,108
Galletas Chocolate Extra 852,1000000000852,Bebidas,2027-10-09,Cremoso,25.53,200
Frijol Negro Natural 853,1000000000853,Lacteos,2027-03-26,CampoReal,6.8,113
Manzana Roja Natural 854,1000000000854,Granos,2026-06-07,Bimbo,16.19,161
Galletas Chocolate Light 855,1000000000855,Lacteos,2026-10-01,Bimbo,66.6,115
Arroz Blanco Extra 856,1000000000856,Lacteos,2029-11-14,Sabroso,77.11,194
Sopa Instantanea Extra 857,1000000000857,Frutas,2027-03-25,DelCampo,31.8,52
Cafe Molido Clasico 858,1000000000858,Lacteos,2026-01-22,Sabroso,42.21,185
Pasta Espagueti Extra 859,1000000000859,Bebidas,2026-05-18,CampoReal,15.88,52
Arroz Blanco Extra 860,1000000000860,Lacteos,2027-06-22,CampoReal,29.0,193
Pasta Espagueti Extra 861,1000000000861,Frutas,2028-07-09,LaVaquita,13.62,123
Mermelada Fresa Extra 862,1000000000862,Lacteos,2027-08-24,Sabroso,85.97,188
Atun Enlatado Light 863,1000000000863,Panaderia,2029-10-26,Bimbo,56.46,95
Cereal Avena Clasico 864,1000000000864,Panaderia,2026-01-30,LaVaquita,44.2,60
Cereal Avena Premium 865,1000000000865,Granos,2027-09-18,LaMilpa,26.78,154
Cafe Molido Natural 866,1000000000866,Bebidas,2029-08-15,LaVaquita,67.34,114
Aceite Vegetal Premium 867,1000000000867,Lacteos,2027-01-09,DelValle,75.35,73
Chocolate Negro Natural 868,1000000000868,Lacteos,2028-02-02,Bimbo,78.43,86
Cereal Avena Natural 869,1000000000869,Granos,2029-09-06,Cremoso,82.47,156
Pan Integral Clasico 870,1000000000870,Frutas,2026-07-07,LaVaquita,61.86,40
Pasta Espagueti Natural 871,1000000000871,Despensa,2028-06-06,DelValle,79.64,103
Yogurt Fresa Clasico 872,1000000000872,Granos,2029-08-26,CampoReal,69.53,174
Manzana Roja Extra 873,1000000000873,Granos,2026-02-09,DelCampo,61.38,170
Manzana Roja Natural 874,1000000000874,Lacteos,2028-05-20,Bimbo,66.03,46
Sal Marina Natural 875,1000000000875,Frutas,2028-03-29,FreshCo,29.16,61
Chocolate Negro Natural 876,1000000000876,Despensa,2029-02-10,Bimbo,39.13,60
Queso Crema Premium 877,1000000000877,Panaderia,2029-02-18,Sabroso,29.71,117
Galletas Chocolate Extra 878,1000000000878,Lacteos,2028-06-02,NutriPlus,58.65,172
Aceite Vegetal Extra 879,1000000000879,Bebidas,2028-05-02,CampoReal,68.09,180
Pan Integral Natural 880,1000000000880,Lacteos,2029-05-07,FreshCo,38.39,97
Mermelada Fresa Clasico 881,1000000000881,Panaderia,2028-02-22,NutriPlus,31.71,4
Arroz Blanco Natural 882,1000000000882,Despensa,2028-08-09,NutriPlus,76.92,128
Jugo Natural Clasico 883,1000000000883,Panaderia,2026-07-04,DelValle,34.93,33
Jugo Natural Premium 884,1000000000884,Bebidas,2028-07-12,DelValle,8.94,21
Harina Trigo Premium 885,1000000000885,Panaderia,2029-08-11,DelValle,45.84,106
Atun Enlatado Light 886,1000000000886,Panaderia,2027-07-27,Sabroso,56.2,173
Pasta Espagueti Extra 887,1000000000887,Granos,2026-05-07,Bimbo,10.76,65
Mermelada Fresa Extra 888,1000000000888,Granos,2029-12-06,LaVaquita,99.57,73
Arroz Blanco Extra 889,1000000000889,Granos,2026-01-15,Cremoso,4.45,146
Harina Trigo Extra 890,1000000000890,Despensa,2026-02-27,NutriPlus,74.28,159
Sal Marina Extra 891,1000000000891,Panaderia,2026-09-30,Bimbo,70.84,187
Pasta Espagueti Extra 892,1000000000892,Despensa,2028-02-06,CampoReal,52.7,118
Arroz Blanco Light 893,1000000000893,Frutas,2028-12-23,Sabroso,3.24,187
Pan Integral Extra 894,1000000000894,Bebidas,2029-10-27,Sabroso,17.92,194
Cereal Avena Premium 895,1000000000895,Lacteos,2028-11-20,LaVaquita,19.63,195
Harina Trigo Extra 896,1000000000896,Despensa,2028-04-24,NutriPlus,45.42,67
Sal Marina Premium 897,1000000000897,Panaderia,2027-09-03,NutriPlus,46.2,64
Sopa Instantanea Extra 898,1000000000898,Panaderia,2028-01-25,DelCampo,99.32,8
Azucar Morena Natural 899,1000000000899,Despensa,2027-02-04,FreshCo,44.37,183
Cereal Avena Natural 900,1000000000900,Panaderia,2029-07-20,NutriPlus,70.33,28
Aceite Vegetal Extra 901,1000000000901,Bebidas,2029-12-17,LaMilpa,49.43,97
Jugo Natural Premium 902,1000000000902,Lacteos,2027-12-24,DelCampo,72.65,124
Queso Crema Natural 903,1000000000903,Despensa,2026-02-07,Sabroso,93.48,50
Pasta Espagueti Premium 904,1000000000904,Bebidas,2028-02-05,Cremoso,84.71,179
Aceite Vegetal Clasico 905,1000000000905,Lacteos,2029-05-31,Bimbo,85.62,36
Manzana Roja Light 906,1000000000906,Despensa,2026-03-04,NutriPlus,81.13,109
Sopa Instantanea Premium 907,1000000000907,Granos,2027-12-30,CampoReal,7.71,18
Pasta Espagueti Light 908,1000000000908,Panaderia,2026-07-20,NutriPlus,39.8,44
Cafe Molido Light 909,1000000000909,Granos,2026-10-04,CampoReal,97.97,192
Cereal Avena Premium 910,1000000000910,Panaderia,2027-10-07,Sabroso,73.04,59
Sopa Instantanea Premium 911,1000000000911,Bebidas,2026-07-25,LaMilpa,55.21,182
Yogurt Fresa Extra 912,1000000000912,Despensa,2028-06-16,CampoReal,93.49,157
Atun Enlatado Light 913,1000000000913,Granos,2026-07-05,LaMilpa,56.73,115
Pan Integral Natural 914,1000000000914,Panaderia,2026-08-31,Bimbo,18.45,88
Sal Marina Light 915,1000000000915,Frutas,2028-12-26,NutriPlus,91.34,150
Manzana Roja Clasico 916,1000000000916,Lacteos,2027-08-14,DelCampo,55.97,137
Queso Crema Light 917,1000000000917,Bebidas,2026-02-04,DelValle,60.72,64
Cafe Molido Extra 918,1000000000918,Frutas,2027-08-12,DelValle,22.13,151
Queso Crema Extra 919,1000000000919,Panaderia,2028-05-10,LaMilpa,94.38,32
Manzana Roja Clasico 920,1000000000920,Despensa,2026-08-27,Bimbo,51.25,188
Cafe Molido Natural 921,1000000000921,Bebidas,2026-08-02,LaVaquita,45.43,128
Arroz Blanco Light 922,1000000000922,Panaderia,2028-06-08,Sabroso,80.78,158
Sal Marina Light 923,1000000000923,Lacteos,2029-10-27,Cremoso,45.8,3
Galletas Chocolate Extra 924,1000000000924,Panaderia,2029-12-12,NutriPlus,29.74,172
Pasta Espagueti Light 925,1000000000925,Panaderia,2028-04-23,NutriPlus,67.92,125
Leche Entera Light 926,1000000000926,Bebidas,2028-11-02,CampoReal,56.14,128
Manzana Roja Premium 927,1000000000927,Bebidas,2029-12-14,NutriPlus,76.39,62
Chocolate Negro Extra 928,1000000000928,Despensa,2028-09-10,LaVaquita,45.92,111
Queso Crema Extra 929,1000000000929,Lacteos,2026-12-10,NutriPlus,11.27,40
Manzana Roja Extra 930,1000000000930,Lacteos,2026-05-30,Sabroso,17.79,134
Sopa Instantanea Extra 931,1000000000931,Panaderia,2029-03-07,LaVaquita,65.94,121
Aceite Vegetal Natural 932,1000000000932,Despensa,2026-04-25,Bimbo,39.71,188
Frijol Negro Clasico 933,1000000000933,Bebidas,2026-12-14,DelCampo,85.72,61
Manzana Roja Natural 934,1000000000934,Lacteos,2029-04-25,Cremoso,28.99,122
Cafe Molido Clasico 935,1000000000935,Panaderia,2028-01-01,DelValle,36.39,72
Mermelada Fresa Clasico 936,1000000000936,Despensa,2026-10-07,FreshCo,55.16,184
Harina Trigo Natural 937,1000000000937,Panaderia,2026-01-26,LaVaquita,25.32,9
Frijol Negro Extra 938,1000000000938,Granos,2028-04-27,LaVaquita,95.51,57
Arroz Blanco Premium 939,1000000000939,Lacteos,2027-02-12,Bimbo,94.21,153
Harina Trigo Extra 940,1000000000940,Granos,2029-06-21,Sabroso,27.7,150
Chocolate Negro Premium 941,1000000000941,Bebidas,2028-07-22,LaVaquita,16.65,127
Mermelada Fresa Premium 942,1000000000942,Bebidas,2029-05-13,CampoReal,75.42,89
Queso Crema Light 943,1000000000943,Despensa,2027-03-23,Bimbo,80.72,26
Sopa Instantanea Clasico 944,1000000000944,Frutas,2029-03-27,LaVaquita,1.95,3
Jugo Natural Natural 945,1000000000945,Frutas,2027-02-11,DelCampo,79.24,178
Pan Integral Natural 946,1000000000946,Lacteos,2029-09-22,Bimbo,88.74,37
Arroz Blanco Natural 947,1000000000947,Lacteos,2027-12-28,CampoReal,84.33,16
